SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],O=C([*])C(C)O[*],,6.041392685158225,,10.1007_s10856-017-5999-z_part_2.txt_段1_Material1,1100000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,5.079181246047625,,10.1021_acs.biomac.9b01255_part_8.txt_段1_Material1,120000.00000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.491361693834273,,10.1007_s10570-013-0007-3_part_5.txt_段1_Material2,3100000.000000003
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.278753600952829,,10.1016_j.porgcoat.2015.05.013_part_1.txt_段1_Material1,1899999.9999999995
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(CCCCC(OCCCCO[*])=O)=O,,3.892651033877301,,10.1039_c9py00261h_part_1.txt_段1_Material1,7810.000000000009
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C(CCCCCO[*])=O,,5.079181246047625,,10.4236_ojpchem.2018.81002_OA_part_1.txt_段1_Material1,120000.00000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C([H])([H])C(O)([H])[*],,5.575187844927661,,10.1016_j.carbon.2017.04.002_part_1.txt_段1_Material1,375999.9999999998
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,4.56157836830096,,10.1016_j.compositesb.2021.109273_part_1.txt_段1_Material1,36439.99999999997
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1=CC=C([*])N1,,7.133858125203335,,10.1016_j.compositesa.2020.105810_part_1.txt_段1_Material1,13610000.000000006
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,5.221674997070769,,10.3390_polym12122882_part_3.txt_段1_Material1,166600.00000000017
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,4.239049093140191,,10.1002_app.41158_part_1.txt_段1_Material1,17339.99999999999
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C#N)[*],,3.964730921053629,,10.1016_j.polymer.2020.122855_part_5.txt_段1_Material1,9219.999999999989
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C)(C(OCCO)=O)[*],,3.6972293427597176,,10.1007_s11998-016-9906-1_part_2.txt_段1_Material1,4980.000000000001
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(C1=CC=CC=C1)[*],,6.0,,10.1002_bkcs.11696_part_1.txt_段1_Material1,1000000.0
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.442479769064448,,10.1016_j.compositesa.2016.07.017_part_1.txt_段1_Material1,276999.99999999977
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,7.397940008672037,,10.1016_j.compstruct.2010.05.004_part_1.txt_段1_Material1,24999999.99999994
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC([*])Cl,,6.690196080028514,,10.1016_j.pnsc.2017.06.001_part_1.txt_段1_Material1,4900000.000000002
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.079181246047625,,10.1016_j.triboint.2018.11.010_part_2.txt_段1_Material1,1200000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCCCOCCCCOCCCCOCCCCO[*],,4.064457989226918,,10.1016_j.porgcoat.2020.105545_part_2.txt_段1_Material1,11599.99999999999
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CCCCO[*],,3.686636269262293,,10.4236_ojopm.2016.61005_OA_part_2.txt_段1_Material1,4859.9999999999945
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC[*],,5.168939213835978,,10.5267_j.esm.2018.3.005_part_2.txt_段1_Material1,147549.99999999997
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.079181246047625,,10.1021_acs.macromol.9b02359_part_1.txt_段1_Material1,1200000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,5.32221929473392,,10.1016_j.foodhyd.2020.105837_part_1.txt_段1_Material1,210000.00000000055
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,4.895201474778894,,10.1080_25740881.2020.1757105_part_3.txt_段1_Material2,78560.00000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,6.079181246047625,,10.1007_s10924-019-01623-8_part_1.txt_段1_Material1,1200000.0000000007
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]OCC[*],,5.648360010980932,,10.1177_1099636219837701_part_1.txt_段1_Material1,445000.0000000004
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,C/C(C[*])=C/C[*],,4.57978359661681,,10.3390_molecules25010235_part_1.txt_段1_Material1,38000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,6.57978359661681,,10.1177_0021998317743563_part_2.txt_段1_Material1,3799999.9999999995
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,7.19942604159399,,10.1007_s40034-013-0019-4_part_1.txt_段1_Material1,15828000.00000001
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,6.795880017344075,,10.1021_acsnano.7b03119_part_1.txt_段1_Material1,6249999.999999996
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(N)C([*])C[*],,4.0,,10.1016_j.actbio.2021.02.018_part_3.txt_段1_Material2,10000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C([*])C(C)O[*],,6.32221929473392,,10.1016_j.msec.2019.109890_part_1.txt_段1_Material1,2100000.0000000056
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.176091259055681,,10.1016_j.tibtech.2018.04.004_part_3.txt_段1_Material10,1500000.0000000005
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,5.311965660368366,,10.1016_j.ijbiomac.2018.11.203_part_2.txt_段1_Material1,205099.99999999988
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,5.338456493604605,,10.1002_app.44341_part_1.txt_段1_Material1,218000.00000000012
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.489958479424835,,10.1007_s12221-011-1002-7_part_1.txt_段1_Material1,309000.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C(OC(CO[*])=O)C)=O,,5.205096047578484,,10.1002_mame.201700666_part_1.txt_段1_Material1,160360.00000000015
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C)C(OCC(O[*])=O)=O,,6.531478917042255,,10.1155_2019_8050413_part_2.txt_段1_Material4,3400000.000000002
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(CCCCCO[*])=O,,6.079181246047625,,10.1177_155892501701200303_part_3.txt_段1_Material2,1200000.0000000007
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.301029995663981,,10.1007_s00595-017-1615-6_part_1.txt_段1_Material1,20000.000000000004
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,5.491361693834273,,10.1007_s12221-019-1188-7_part_1.txt_段1_Material1,310000.0000000003
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.079181246047625,,10.1021_acs.biomac.9b00260_part_4.txt_段1_Material1,1200000.0000000007
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CC([*])Cl,,4.892372907398436,,10.1039_c6tb01055e_part_2.txt_段1_Material1,78050.0
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]CCN[*],,6.176091259055681,,10.1016_j.tibtech.2018.04.004_part_3.txt_段1_Material6,1500000.0000000005
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,6.491361693834273,,10.1016_j.eurpolymj.2020.109842_part_2.txt_段1_Material1,3100000.000000003
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.089905111439398,,10.4028_www.scientific.net_msf.848.557_part_1.txt_段1_Material1,12300.000000000004
[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.176091259055681,,10.1080_03602559.2013.820757_part_1.txt_段1_Material1,1500000.0000000005
[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.414973347970818,,10.1016_j.polymertesting.2020.106883_part_1.txt_段1_Material1,2600000.0000000014
[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,[*]CCN[*],,6.977723605288848,,10.1007_s12221-021-0890-4_part_1.txt_段1_Material2,9499999.999999996
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,0.9115,10.1007_s12221-017-1230-6_part_1.txt_段1_Material1,
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,4.0,10.1007_s13233-014-2001-5_part_1.txt_段1_Material1,
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]CC=CCCC(C1=CC=CC=C1)[*],,,2.0,10.1007_s00289-018-2273-6_part_1.txt_段1_Material1,
O=C(C(C[*])[*])N,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,16.54,10.1007_s00289-021-03592-2_part_1.txt_段1_Material1,
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O,,,0.027,10.1002_app.46071_10.1002_app.46071_part_1.txt_段1_Material1,
[*]CCCC([*])OC(C)=O,C/C(C[*])=C/C[*],,,10.645,10.3390_polym13091397_part_1.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,,,1.86,10.1002_app.40557_part_2.txt_段1_Material1,
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,,1.3057,10.4103_2230-973x.119215_part_1.txt_段1_Material1,
[*]C([H])([H])C(O)([H])[*],O=C(O)C([*])C[*],,,0.91051,10.1007_s13726-013-0180-0_part_2.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C(C(C[*])[*])N,,,53.0,10.1007_s00289-011-0643-4_10.1007_s00289-011-0643-4_part_1.txt_段1_Material1,
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,O=C(C(C[*])[*])N,,,0.026,10.1080_03602559.2018.1482923_part_3.txt_段1_Material1,
[*]CC(OC(O[*])=O)C,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,0.42,10.1002_slct.201800913_part_1.txt_段1_Material1,
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC([*])N1CCCC1=O,,,2.63,10.1039_c6ra15093d_part_3.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.5,10.1007_s10570-015-0650-y_part_1.txt_段1_Material1,
[*]CCN[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,11.18,10.1111_j.1365-2230.2011.04331.x_part_1.txt_段1_Material1,
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,,0.018,10.1016_j.colsurfb.2010.08.020_part_1.txt_段1_Material5,
O=C(C(C[*])[*])N,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,120.0,10.1016_j.carbpol.2018.05.082_part_2.txt_段1_Material1,
[*]CC([*])N1CCCC1=O,[*]C([H])([H])C(O)([H])[*],,,15.6,10.1038_s41598-024-80024-x_OA_part_1.txt_段1_Material1,
COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O,,,1.6,10.1021_acsabm.0c00169_part_1.txt_段1_Material1,
O=C(O)C([*])C[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,8.0,10.4028_www.scientific.net_amr.746.88_part_1.txt_段1_Material1,
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OCC1OC(C(C(C1O[*])O)O)[*],,,10.75,10.1007_s10570-016-1014-y_part_1.txt_段1_Material1,
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,O=C(C(C[*])[*])N,,,6.026599999999999,10.5109_7160873_OA_part_1.txt_段1_Material1,
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,,,0.15,10.1080_10717544.2021.1938752_part_1.txt_段1_Material1,
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,1.915,10.1002_app.34041_part_1.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(C(C[*])[*])N,,,13.28,10.1016_j.colcom.2021.100413_part_1.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,,0.015,10.1016_j.actbio.2011.01.016_part_1.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],,,13.31,10.1007_s12221-018-7816-9_part_2.txt_段1_Material1,
O=C(O)C([*])C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,0.7,10.1007_s10570-019-02490-1_10.1007_s10570-019-02490-1_part_2.txt_段1_Material1,
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,0.9,10.1002_app.49285_10.1002_app.49285_part_1.txt_段1_Material1,
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,5.7,10.1007_s00289-017-2253-2_part_1.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,11.2,10.1002_pen.24050_10.1002_pen.24050_part_2.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,25.95,10.1016_j.colsurfb.2021.111725_part_1.txt_段1_Material1,
OCC1OC(C(C(C1O[*])O)O)[*],[*]C([H])([H])C(O)([H])[*],,,3.1,10.1016_j.carbpol.2015.11.042_part_1.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,,1.0,10.1007_s10570-014-0442-9_10.1007_s10570-014-0442-9_part_2.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,22.33,10.1016_j.carbpol.2018.07.023_part_1.txt_段1_Material1,
[*]NC(C(O)=O)CCC([*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,6.9858,10.1002_app.33249_part_2.txt_段1_Material1,
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=CC=C([*])N1,,,0.1,10.3390_ma6030738_part_6.txt_段1_Material5,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,,,0.919,10.1016_j.ijbiomac.2019.06.245_part_1.txt_段1_Material1,
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C(O)C([*])C[*],,,0.4446,10.1007_s10965-018-1568-5_part_2.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(CCCCCO[*])=O,,,1.535,10.1002_mabi.201300497_10.1002_mabi.201300497_part_1.txt_段1_Material1,
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]C([H])([H])C(O)([H])[*],,,2.1293,10.1016_j.ijbiomac.2020.07.065_part_4.txt_段1_Material1,
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,0.95,10.1016_j.eurpolymj.2021.110267_part_2.txt_段1_Material1,
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(C(C[*])[*])N,,,8.0,10.1016_j.carbpol.2018.05.078_part_4.txt_段1_Material1,
[*]NC(C(O)=O)CCC([*])=O,O=C(C(C[*])[*])N,,,14.7,10.2147_ijn.s235609_part_1.txt_段1_Material1,
[*]C(CCCCCO[*])=O,O=C(O)C([*])C[*],,,0.3781,10.1016_j.ijbiomac.2019.09.101_part_4.txt_段1_Material1,
[*]CC[*],[*]CC=CCCC(C#N)[*],,,9.567,10.1080_03602559.2014.974191_part_2.txt_段1_Material1,
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,7.0,10.1002_term.2159_10.1002_term.2159_part_2.txt_段1_Material1,
OCC1OC(C(C(C1O[*])O)O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,0.017,10.1007_s10570-013-9877-7_10.1007_s10570-013-9877-7_part_2.txt_段1_Material1,
[*]C([H])([H])C(O)([H])[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,16.9,10.1002_app.42272_10.1002_app.42272_part_1.txt_段1_Material1,
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,O=C(C(C[*])[*])N,,,23.1255,10.1002_app.38788_part_2.txt_段1_Material1,
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,[*]CC([*])N1CCCC1=O,,,0.252,10.1016_j.bej.2016.03.003_part_1.txt_段1_Material3,
O=C(C(C[*])[*])N,OC1C(OC(C(C1O)O)[*])CO[*],,,1.75,10.1002_pi.3035_part_1.txt_段1_Material1,
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,O=C(C(C[*])[*])N,,,8.0,10.1002_app.38788_part_1.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,21.9,10.3390_polym12091926_part_2.txt_段1_Material1,
O=C(O)C([*])C[*],[*]C([H])([H])C(O)([H])[*],,,0.6437999999999999,10.1016_j.carbpol.2017.03.070_part_2.txt_段1_Material1,
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,0.01,10.1007_s10570-018-2164-x_10.1007_s10570-018-2164-x_part_2.txt_段1_Material1,
[*]CC(C)(C(OCCO)=O)[*],C[Si](O[*])(C)[*],,,0.58,10.1039_c7py00563f_part_2.txt_段1_Material1,
C/C(C[*])=C/C[*],[*]CCN[*],,,0.27,10.1080_03602559.2010.482079_part_1.txt_段1_Material1,
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,9.0,10.1007_s00289-020-03280-7_part_2.txt_段1_Material1,
OC1C(OC(C(C1O)O)C[*])COCC(OC(C(O)C=O)CO[*])C=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,10.56,10.1016_j.carbpol.2020.117598_part_2.txt_段1_Material1,
